Open,High,Low,Close,Volume,ret5,ma5,ret20,ma20,ret60,ma60,ret120,ma120,ma20_slope,rsi14,volume_ma20,volume_ratio,ma20_deviation,symbol,date,benchmark_ret20,benchmark_ret60,market_regime,rs20_rank_pct,rs60_rank_pct,period_date,as_of_date,revenue,gross_profit,operating_income,pretax_income,tax_expense,net_income_parent,eps,current_assets,current_liabilities,assets,liabilities,equity,cash,short_borrowings,long_borrowings,bonds_payable,tax_rate,nopat,invested_capital_proxy,roic_proxy,roe,roa,debt_to_equity,gross_margin,operating_margin,net_margin,revenue_growth,pe,pb,eva_like_score,fundamental_score,fundamental_pass,technical_score,score,final_score,fundamental_rank
2410.0,2410.0,2170.0,2170.0,621758.0,-0.10515463917525769,2408.0,0.039808320904553884,2122.238330078125,3.0826326704499785,1412.8566813151042,12.289387085907213,849.1145977020263,0.08213524669209972,60.97594200962855,463040.85,1.3427713775145325,0.022505328098619826,7610.TW,2026-07-20,-0.10751241037863968,0.1488129554278128,bull,0.15925925925925927,0.0009267840593141798,2026-03-31,2026-05-15,1001764000.0,740089000.0,667242000.0,666352000.0,140963000.0,525047000.0,10.87,2527668000.0,1267996000.0,4013567000.0,1876768000.0,2136799000.0,206574000.0,620705000.0,569903000.0,,0.2115443489326962,526090725.5294499,2745571000.0,0.1916143219495871,0.2457166069433765,0.1308180478860823,0.8783081609454142,0.7387857818807624,0.6660670577101993,0.5241224480017249,4.837751528254497,,,96.94016846060627,96.94016846060627,True,84.90419367449941,84.90419367449941,87.91318737102613,12.0
